"日期","收市","開市","高","低","成交量","更改%"
"2014年8月8日","120.50","120.50","121.00","119.50","35.17K","-0.82%"
"2014年8月7日","121.50","120.50","121.50","119.50","30.08K","0.83%"
"2014年8月6日","120.50","119.00","121.50","119.00","38.04K","0.84%"
"2014年8月5日","119.50","122.50","122.50","119.50","61.54K","-3.24%"
"2014年8月4日","123.50","120.00","123.50","120.00","39.73K","2.92%"
"2014年8月1日","120.00","120.00","121.00","119.50","61.87K","-0.83%"
"2014年7月31日","121.00","124.00","124.00","121.00","44.81K","-2.81%"
"2014年7月30日","124.50","123.50","125.00","123.00","32.43K","0.40%"
"2014年7月29日","124.00","122.50","124.00","122.00","40.75K","2.06%"
"2014年7月28日","121.50","122.00","122.50","121.00","43.51K","-1.22%"
"2014年7月25日","123.00","124.50","125.00","122.50","31.61K","-1.60%"
"2014年7月24日","125.00","124.50","125.00","124.00","66.04K","0.40%"
"2014年7月22日","124.50","123.50","125.00","122.50","53.31K","0.81%"
"2014年7月21日","123.50","124.00","124.50","122.50","58.99K","0.00%"
"2014年7月18日","123.50","121.50","124.00","121.50","97.37K","-0.80%"
"2014年7月17日","124.50","125.00","125.50","123.00","138.67K","-4.60%"
"2014年7月16日","130.50","133.00","133.50","130.00","42.07K","-1.88%"
"2014年7月15日","133.00","133.00","134.00","132.50","37.98K","0.38%"
"2014年7月14日","132.50","134.50","134.50","132.50","46.82K","-2.93%"
"2014年7月11日","136.50","136.00","138.00","135.50","43.51K","1.49%"
"2014年7月10日","134.50","134.50","136.00","134.50","51.13K","0.37%"
"2014年7月9日","134.00","133.50","135.00","133.50","39.34K","-0.37%"
"2014年7月8日","134.50","135.50","136.00","134.00","36.30K","-1.10%"
"2014年7月7日","136.00","134.50","136.00","132.50","32.21K","0.74%"
"2014年7月4日","135.00","133.50","136.00","132.00","44.52K","0.37%"
"2014年7月3日","134.50","131.50","135.00","130.50","41.19K","1.51%"
"2014年7月2日","132.50","129.50","132.50","129.00","51.62K","3.52%"
"2014年7月1日","128.00","126.50","128.50","126.00","33.02K","1.19%"
"2014年6月30日","126.50","126.00","127.00","125.00","38.19K","0.80%"
"2014年6月27日","125.50","125.00","126.50","124.00","44.45K","0.80%"
"2014年6月26日","124.50","124.50","125.00","123.50","33.94K","0.81%"
"2014年6月25日","123.50","123.00","124.50","123.00","31.03K","0.41%"
"2014年6月24日","123.00","123.00","123.50","122.00","36.23K","0.00%"
"2014年6月23日","123.00","125.00","125.50","123.00","25.15K","-1.20%"
"2014年6月20日","124.50","126.50","127.00","124.00","31.59K","-1.19%"
"2014年6月19日","126.00","124.50","126.00","124.50","25.21K","0.40%"
"2014年6月18日","125.50","125.00","126.50","124.00","38.10K","0.40%"
"2014年6月17日","125.00","124.00","125.00","123.00","20.57K","0.81%"
"2014年6月16日","124.00","122.50","124.00","122.50","13.74K","0.81%"
"2014年6月13日","123.00","123.00","123.50","122.50","17.20K","-0.40%"
"2014年6月12日","123.50","124.00","124.00","123.00","22.30K","-1.20%"
"2014年6月11日","125.00","124.00","125.00","123.50","27.99K","0.40%"
"2014年6月10日","124.50","123.00","124.50","122.50","26.66K","1.22%"
"2014年6月9日","123.00","122.50","123.50","122.50","19.73K","0.41%"
"2014年6月6日","122.50","123.50","123.50","122.00","19.28K","-0.41%"
"2014年6月5日","123.00","123.00","123.50","121.50","19.56K","-0.40%"
"2014年6月4日","123.50","123.50","124.00","123.00","33.49K","0.82%"
"2014年6月3日","122.50","120.00","122.50","120.00","40.52K","2.51%"
"2014年5月30日","119.50","122.00","122.50","119.50","69.11K","-2.05%"
"2014年5月29日","122.00","123.50","124.00","121.50","43.08K","-1.61%"
"2014年5月28日","124.00","124.00","124.00","122.50","37.80K","0.40%"
"2014年5月27日","123.50","122.50","124.00","122.50","18.30K","0.41%"
"2014年5月26日","123.00","123.00","123.50","122.00","19.85K","0.82%"
"2014年5月23日","122.00","121.00","122.50","121.00","31.78K","0.00%"
"2014年5月22日","122.00","121.50","122.00","121.00","26.34K","1.24%"
"2014年5月21日","120.50","122.00","122.00","120.50","24.22K","-0.41%"
"2014年5月20日","121.00","122.00","122.00","121.00","25.40K","0.00%"
"2014年5月19日","121.00","122.00","122.50","121.00","20.83K","-0.82%"
"2014年5月16日","122.00","122.00","123.00","121.00","28.68K","0.00%"
"2014年5月15日","122.00","121.00","122.00","120.50","16.81K","0.00%"
"2014年5月14日","122.00","121.00","122.00","120.50","32.90K","1.24%"
"2014年5月13日","120.50","120.00","121.00","119.50","24.05K","1.69%"
"2014年5月12日","118.50","119.50","120.00","117.50","37.05K","-1.25%"
"2014年5月9日","120.00","120.00","120.00","119.00","23.29K","0.42%"
"2014年5月8日","119.50","119.50","120.00","119.00","30.10K","0.84%"
"2014年5月7日","118.50","118.00","119.00","117.50","33.28K","0.42%"
"2014年5月6日","118.00","117.00","119.00","116.50","27.53K","0.85%"
"2014年5月5日","117.00","117.50","118.00","116.00","28.89K","-0.85%"
"2014年5月2日","118.00","119.00","119.50","117.00","45.03K","-0.42%"
"2014年4月30日","118.50","120.00","120.50","117.00","44.12K","-1.66%"
"2014年4月29日","120.50","120.50","121.00","119.00","21.81K","1.26%"
"2014年4月28日","119.00","118.50","120.00","117.50","28.07K","0.42%"
"2014年4月25日","118.50","121.00","121.00","118.00","49.44K","-2.07%"
"2014年4月24日","121.00","121.00","121.00","120.00","25.52K","0.00%"
"2014年4月23日","121.00","123.00","123.00","120.50","34.36K","-0.41%"
"2014年4月22日","121.50","121.00","122.50","120.50","27.03K","0.00%"
"2014年4月21日","121.50","122.00","122.00","121.00","24.16K","-1.22%"
"2014年4月18日","123.00","122.50","123.00","121.00","32.92K","2.50%"
"2014年4月17日","120.00","120.50","121.50","119.00","36.42K","-0.83%"
"2014年4月16日","121.00","121.50","122.50","121.00","51.08K","-1.22%"
"2014年4月15日","122.50","121.50","122.50","121.00","29.40K","1.66%"
"2014年4月14日","120.50","120.00","121.00","120.00","31.05K","0.42%"
"2014年4月11日","120.00","118.50","120.00","118.00","34.85K","0.42%"
"2014年4月10日","119.50","119.00","119.50","118.50","27.22K","0.42%"
"2014年4月9日","119.00","119.50","120.00","119.00","29.65K","0.00%"
"2014年4月8日","119.00","117.00","119.50","117.00","43.89K","1.28%"
"2014年4月7日","117.50","117.50","118.00","116.50","45.25K","-0.84%"
"2014年4月3日","118.50","118.50","119.00","117.50","37.00K","-1.25%"
